tarih,aciklama,gelir,gider,kategori
2025-01-15,Yılbaşı menü geliri,13334,0,Satış
2025-01-15,Elektrik faturası,0,6400,Fatura
2025-01-17,Servis ve mutfak ekipmanı,0,15207,Sarf
2025-01-18,Online sipariş geliri,12171,0,Satış
2025-01-18,Deniz ürünleri tedarik,0,14872,Tedarik
2025-01-18,Bulaşıkçı ve yardımcı personel,0,72753,Maaş
2025-01-19,Ramazan iftar geliri,12644,0,Satış
2025-01-19,Aylık dükkân kirası,0,23910,Kira
2025-01-20,Kahvaltı servisi,12928,0,Satış
2025-01-21,Influencer iş birliği,0,5038,Pazarlama
2025-01-22,Öğle yemeği servisi,14303,0,Satış
2025-01-23,Bayram menüsü satışı,15686,0,Satış
2025-01-23,Kuru gıda toptan alım,0,15945,Tedarik
2025-01-25,Süt ve mandıra ürünleri,0,14130,Tedarik
2025-01-26,Akşam servisi geliri,12121,0,Satış
2025-01-27,Kahvaltı servisi,15448,0,Satış
2025-01-27,KDV ödemesi,0,13592,Vergi
2025-01-28,Google Maps öne çıkarma,0,5518,Pazarlama
2025-01-29,Baharat ve sos tedarik,0,14907,Tedarik
2025-01-30,Mekan kiralama geliri,8359,0,Diğer Gelir
2025-01-30,Su faturası,0,6401,Fatura
2025-01-31,Öğle yemeği servisi,14809,0,Satış
2025-02-01,Doğal gaz faturası,0,11183,Fatura
2025-02-02,Öğle yemeği servisi,14251,0,Satış
2025-02-02,Doğum günü organizasyonu,15127,0,Satış
2025-02-02,Sponsorluk geliri,10348,0,Diğer Gelir
2025-02-03,Bulaşıkçı ve yardımcı personel,0,72039,Maaş
2025-02-04,Baharat ve sos tedarik,0,20472,Tedarik
2025-02-05,Kuru gıda toptan alım,0,19420,Tedarik
2025-02-06,Kuru gıda toptan alım,0,20116,Tedarik
2025-02-07,Kahvaltı servisi,13728,0,Satış
2025-02-07,Catering siparişi,15854,0,Satış
2025-02-10,Elektrik faturası,0,11057,Fatura
2025-02-11,İçecek toptan satın alma,0,18793,Tedarik
2025-02-12,Doğum günü organizasyonu,17593,0,Satış
2025-02-12,Bayram menüsü satışı,13557,0,Satış
2025-02-12,Yılbaşı menü geliri,17712,0,Satış
2025-02-13,Geçici vergi taksiti,0,13350,Vergi
2025-02-14,Catering siparişi,17963,0,Satış
2025-02-14,Yılbaşı menü geliri,17590,0,Satış
2025-02-14,Influencer iş birliği,0,16631,Pazarlama
2025-02-15,Yılbaşı menü geliri,12146,0,Satış
2025-02-16,Yılbaşı menü geliri,16340,0,Satış
2025-02-16,Kuru gıda toptan alım,0,17503,Tedarik
2025-02-17,Hafta sonu yoğunluk,17933,0,Satış
2025-02-17,Akşam servisi geliri,17425,0,Satış
2025-02-18,Temizlik malzemeleri,0,4380,Sarf
2025-02-20,Yılbaşı menü geliri,15525,0,Satış
2025-02-20,İşyeri kira ödemesi,0,32900,Kira
2025-02-21,Doğum günü organizasyonu,12887,0,Satış
2025-02-21,Temizlik malzemeleri,0,5215,Sarf
2025-02-22,İş yemeği rezervasyonu,12393,0,Satış
2025-02-23,Akşam servisi geliri,14980,0,Satış
2025-02-23,Tek kullanımlık ambalaj,0,4668,Sarf
2025-02-24,Online sipariş geliri,14792,0,Satış
2025-02-24,Yılbaşı menü geliri,13190,0,Satış
2025-02-25,Sponsorluk geliri,14375,0,Diğer Gelir
2025-02-26,Süt ve mandıra ürünleri,0,16343,Tedarik
2025-03-01,Ramazan iftar geliri,15520,0,Satış
2025-03-01,Baharat ve sos tedarik,0,23521,Tedarik
2025-03-03,Kahvaltı servisi,14449,0,Satış
2025-03-05,Bayram menüsü satışı,18358,0,Satış
2025-03-05,Süt ve mandıra ürünleri,0,24864,Tedarik
2025-03-06,Et ve tavuk alımı,0,28953,Tedarik
2025-03-06,Doğal gaz faturası,0,9755,Fatura
2025-03-08,Öğle yemeği servisi,20242,0,Satış
2025-03-11,Doğum günü organizasyonu,16915,0,Satış
2025-03-12,Online sipariş geliri,16025,0,Satış
2025-03-15,Online sipariş geliri,17458,0,Satış
2025-03-16,Online sipariş geliri,14136,0,Satış
2025-03-17,Öğle yemeği servisi,15926,0,Satış
2025-03-17,Yılbaşı menü geliri,19263,0,Satış
2025-03-17,İnternet aboneliği,0,8812,Fatura
2025-03-17,Tek kullanımlık ambalaj,0,8679,Sarf
2025-03-18,İnternet aboneliği,0,9846,Fatura
2025-03-18,Yemeksepeti komisyonu,0,18161,Pazarlama
2025-03-20,Sebze meyve toptan,0,24677,Tedarik
2025-03-23,Catering siparişi,14604,0,Satış
2025-03-23,Hafta sonu yoğunluk,20023,0,Satış
2025-03-24,Süt ve mandıra ürünleri,0,22412,Tedarik
2025-03-24,Bulaşıkçı ve yardımcı personel,0,102260,Maaş
2025-03-24,KDV ödemesi,0,18170,Vergi
2025-03-25,Kahvaltı servisi,14490,0,Satış
2025-03-25,Kahvaltı servisi,18615,0,Satış
2025-03-25,Yemeksepeti komisyon iadesi,25854,0,Diğer Gelir
2025-03-25,Aylık dükkân kirası,0,32247,Kira
2025-03-26,Bayram menüsü satışı,15927,0,Satış
2025-03-29,İş yemeği rezervasyonu,20044,0,Satış
2025-03-30,Ramazan iftar geliri,16999,0,Satış
2025-03-30,Öğle yemeği servisi,20412,0,Satış
2025-03-31,Öğle yemeği servisi,14763,0,Satış
2025-03-31,Temizlik malzemeleri,0,8191,Sarf
2025-04-01,Et ve tavuk alımı,0,24954,Tedarik
2025-04-03,Online sipariş geliri,16325,0,Satış
2025-04-06,İş yemeği rezervasyonu,16412,0,Satış
2025-04-06,İnternet aboneliği,0,8678,Fatura
2025-04-08,Doğum günü organizasyonu,16350,0,Satış
2025-04-08,Yılbaşı menü geliri,16727,0,Satış
2025-04-08,Yemeksepeti komisyon iadesi,32314,0,Diğer Gelir
2025-04-09,Ramazan iftar geliri,16289,0,Satış
2025-04-11,Online sipariş geliri,16794,0,Satış
2025-04-12,Kahvaltı servisi,13145,0,Satış
2025-04-13,Bayram menüsü satışı,13529,0,Satış
2025-04-14,Hafta sonu yoğunluk,14404,0,Satış
2025-04-14,Bayram menüsü satışı,17814,0,Satış
2025-04-16,Ramazan iftar geliri,14785,0,Satış
2025-04-16,Akşam servisi geliri,17415,0,Satış
2025-04-16,İçecek toptan satın alma,0,22047,Tedarik
2025-04-17,Catering siparişi,17602,0,Satış
2025-04-19,Yılbaşı menü geliri,13622,0,Satış
2025-04-19,Aylık dükkân kirası,0,37628,Kira
2025-04-20,Bayram menüsü satışı,14328,0,Satış
2025-04-20,İçecek toptan satın alma,0,19529,Tedarik
2025-04-20,İnternet aboneliği,0,8490,Fatura
2025-04-21,Temizlik malzemeleri,0,18456,Sarf
2025-04-22,Hafta sonu yoğunluk,14863,0,Satış
2025-04-23,Akşam servisi geliri,13751,0,Satış
2025-04-23,Baharat ve sos tedarik,0,23500,Tedarik
2025-04-25,İnternet aboneliği,0,8924,Fatura
2025-04-25,Getir komisyonu,0,9418,Pazarlama
2025-04-26,Doğum günü organizasyonu,15561,0,Satış
2025-04-26,Ramazan iftar geliri,14529,0,Satış
2025-04-26,Akşam servisi geliri,13978,0,Satış
2025-04-26,Online sipariş geliri,13970,0,Satış
2025-04-26,Deniz ürünleri tedarik,0,24534,Tedarik
2025-04-26,Bulaşıkçı ve yardımcı personel,0,45011,Maaş
2025-04-27,Akşam servisi geliri,16887,0,Satış
2025-04-27,Stopaj vergi ödemesi,0,18514,Vergi
2025-04-28,Catering siparişi,12795,0,Satış
2025-04-29,Et ve tavuk alımı,0,23870,Tedarik
2025-04-30,Şef ve mutfak personeli maaşları,0,47604,Maaş
2025-04-30,Google Maps öne çıkarma,0,9281,Pazarlama
2025-05-01,Ramazan iftar geliri,20415,0,Satış
2025-05-01,İş yemeği rezervasyonu,17949,0,Satış
2025-05-01,İş yemeği rezervasyonu,15919,0,Satış
2025-05-02,Baharat ve sos tedarik,0,14776,Tedarik
2025-05-02,Doğal gaz faturası,0,15915,Fatura
2025-05-02,Getir komisyonu,0,7403,Pazarlama
2025-05-04,Online sipariş geliri,14644,0,Satış
2025-05-04,Süt ve mandıra ürünleri,0,18568,Tedarik
2025-05-05,Ramazan iftar geliri,17350,0,Satış
2025-05-05,Garson ve servis maaşları,0,56956,Maaş
2025-05-05,Aylık dükkân kirası,0,34158,Kira
2025-05-06,Akşam servisi geliri,15168,0,Satış
2025-05-07,Sebze meyve toptan,0,18296,Tedarik
2025-05-07,Deniz ürünleri tedarik,0,17038,Tedarik
2025-05-08,Catering siparişi,17695,0,Satış
2025-05-09,Mekan kiralama geliri,18053,0,Diğer Gelir
2025-05-09,Kuru gıda toptan alım,0,17490,Tedarik
2025-05-10,İş yemeği rezervasyonu,15079,0,Satış
2025-05-10,Sponsorluk geliri,18847,0,Diğer Gelir
2025-05-11,Doğum günü organizasyonu,18906,0,Satış
2025-05-13,Bayram menüsü satışı,16520,0,Satış
2025-05-13,Servis ve mutfak ekipmanı,0,10308,Sarf
2025-05-14,Sebze meyve toptan,0,14539,Tedarik
2025-05-15,Bayram menüsü satışı,20625,0,Satış
2025-05-15,Catering siparişi,20616,0,Satış
2025-05-16,Şef ve mutfak personeli maaşları,0,55666,Maaş
2025-05-17,Hafta sonu yoğunluk,17445,0,Satış
2025-05-18,Catering siparişi,15725,0,Satış
2025-05-18,Doğum günü organizasyonu,17376,0,Satış
2025-05-18,Tek kullanımlık ambalaj,0,10777,Sarf
2025-05-20,Akşam servisi geliri,20187,0,Satış
2025-05-20,Geçici vergi taksiti,0,18723,Vergi
2025-05-22,Hafta sonu yoğunluk,18402,0,Satış
2025-05-22,Yılbaşı menü geliri,16883,0,Satış
2025-05-23,Yılbaşı menü geliri,21697,0,Satış
2025-05-23,Baharat ve sos tedarik,0,16760,Tedarik
2025-05-24,Sebze meyve toptan,0,15538,Tedarik
2025-05-24,Google Maps öne çıkarma,0,7274,Pazarlama
2025-05-25,Online sipariş geliri,19822,0,Satış
2025-05-26,Hafta sonu yoğunluk,21709,0,Satış
2025-05-26,Baharat ve sos tedarik,0,18435,Tedarik
2025-05-29,Getir komisyonu,0,7920,Pazarlama
2025-05-31,Elektrik faturası,0,14996,Fatura
2025-06-01,Bayram menüsü satışı,16782,0,Satış
2025-06-01,İnternet aboneliği,0,9991,Fatura
2025-06-01,Instagram reklam harcaması,0,11374,Pazarlama
2025-06-02,Mekan kiralama geliri,12499,0,Diğer Gelir
2025-06-02,Sebze meyve toptan,0,20073,Tedarik
2025-06-03,Yılbaşı menü geliri,16821,0,Satış
2025-06-03,Yılbaşı menü geliri,21986,0,Satış
2025-06-05,Hafta sonu yoğunluk,24305,0,Satış
2025-06-06,Kahvaltı servisi,18732,0,Satış
2025-06-06,Google Maps öne çıkarma,0,11607,Pazarlama
2025-06-07,Ramazan iftar geliri,22555,0,Satış
2025-06-07,Aylık dükkân kirası,0,38463,Kira
2025-06-08,Doğum günü organizasyonu,20665,0,Satış
2025-06-08,Online sipariş geliri,21758,0,Satış
2025-06-08,Tek kullanımlık ambalaj,0,22243,Sarf
2025-06-09,Kuru gıda toptan alım,0,23924,Tedarik
2025-06-09,Şef ve mutfak personeli maaşları,0,118722,Maaş
2025-06-14,Et ve tavuk alımı,0,21631,Tedarik
2025-06-15,Ramazan iftar geliri,19934,0,Satış
2025-06-17,Online sipariş geliri,22164,0,Satış
2025-06-18,Öğle yemeği servisi,22656,0,Satış
2025-06-19,Hafta sonu yoğunluk,21650,0,Satış
2025-06-19,Sponsorluk geliri,13159,0,Diğer Gelir
2025-06-19,İnternet aboneliği,0,10981,Fatura
2025-06-21,Ramazan iftar geliri,19178,0,Satış
2025-06-21,Bayram menüsü satışı,19574,0,Satış
2025-06-22,Doğum günü organizasyonu,20052,0,Satış
2025-06-22,Kahvaltı servisi,17621,0,Satış
2025-06-22,Kahvaltı servisi,24306,0,Satış
2025-06-22,Ramazan iftar geliri,24129,0,Satış
2025-06-23,Elektrik faturası,0,10844,Fatura
2025-06-25,Sponsorluk geliri,11316,0,Diğer Gelir
2025-06-25,Et ve tavuk alımı,0,24595,Tedarik
2025-06-25,Et ve tavuk alımı,0,22478,Tedarik
2025-06-27,Akşam servisi geliri,22410,0,Satış
2025-06-29,Kuru gıda toptan alım,0,18479,Tedarik
2025-06-29,Sebze meyve toptan,0,21719,Tedarik
2025-06-29,KDV ödemesi,0,19259,Vergi
